comparison,ontology_path,story_path,classes,properties,ontology_labels,ontology_profile_terms,source_profile_terms,overlap_terms,ontology_token_total,source_token_total,cosine_similarity,weighted_precision_ontology_terms_in_source,weighted_recall_source_terms_in_ontology,weighted_f1,unique_term_jaccard,top_missing_source_terms,top_ontology_only_terms,source_character_count,ontology_key
hospital_final_vs_hospital_story,data\ontologies\hospital-final.ttl,data/domain story/hospital-story.txt,33,64,113,61,86,27,174,132,0.3907519351582689,0.2413793103448276,0.3181818181818182,0.27450980392156865,0.225,pasquale|gennaro|ospedale|riunito|delle|tre|valli|care|become|working|nocera|inferiore|nurs|patient|both|entitled|cancer|italian|setting|first|studied|after|some|decided|continue|studying|took|may|september|organising|staff|male|senior|all|these|written|reference|constantly|update|knowledge|read|research|can|found|available|electronically|practice|longitudinal|study|published|program|improving|experience|direction|discussing|new|number|december|such,date|membership|occurrence|person|presentation|member|evaluation|country|start|count|role|name|publication|located|association|organization|location|employment|event|employer|awarded|evaluator|institution|reified|part|end|medical|agent|temporal|title|group|represent|venue|evaluatee,1431,ontology_2
