comparison,ontology_path,story_path,classes,properties,ontology_labels,ontology_profile_terms,source_profile_terms,overlap_terms,ontology_token_total,source_token_total,cosine_similarity,weighted_precision_ontology_terms_in_source,weighted_recall_source_terms_in_ontology,weighted_f1,unique_term_jaccard,top_missing_source_terms,top_ontology_only_terms,source_character_count,ontology_key
music_final_vs_music_story,data\ontologies\music-final.ttl,data/domain story/music-story.txt,25,53,99,51,78,12,182,103,0.3119169526635043,0.10989010989010989,0.1941747572815534,0.14035087719298245,0.10256410256410256,red|hot|chili|pepper|frusciante|vocal|guitar|chad|smith|replaced|stadium|arcadium|production|configuration|anthony|kiedi|flea|bass|trumpet|keyboard|john|drum|line|changed|few|hillel|slovak|jack|iron|left|briefly|peligo|until|found|addition|playing|also|contributed|mar|volta|vocalist|some|september|started|released|may|include|hump|bump|composed|january|crian|hiatt|defined|most|ambitiou|work|twenty|three|year|career|august|gave|portland|oregon|featuring,date|membership|performed|composition|event|member|person|release|role|start|musician|musical|end|instrument|record|statement|location|city|recorded|group|function|name|interval|state|artist|perform|compos|located|entity|individual|optional|reviewed|text|country|concert|session|play|region|reified,1011,ontology_1
